ride_id,bike_id,ride_timestamp,ride_duration,distance,avg_vibration,avg_speed,end_lat,end_lng
317,20,2025-09-20T16:45:12,18.58,2.36,0.235,7.62,28.622127,77.182757
318,36,2025-09-01T02:50:26,23.8,2.79,0.139,7.03,28.601936,77.218667
319,25,2025-09-07T00:46:54,31.85,2.78,0.193,5.24,28.601672,77.19232
320,4,2025-09-29T01:37:03,8.23,1.22,0.212,8.89,28.623314,77.187628
321,13,2025-09-27T18:46:13,53.2,6.06,0.153,6.83,28.59464,77.226739
322,25,2025-09-28T21:06:12,47.05,5.17,0.138,6.59,28.628661,77.208246
323,27,2025-10-05T23:15:20,14.59,1.33,0.047,5.47,28.59188,77.225659
324,36,2025-09-30T16:05:33,14.16,1.19,0.176,5.04,28.572436,77.204486
325,44,2025-09-13T20:17:59,47.67,5.37,0.208,6.76,28.594659,77.191628
326,8,2025-09-16T08:23:06,40.59,3.68,0.054,5.44,28.616793,77.207061
327,39,2025-10-13T09:14:57,59.17,6.78,0.107,6.88,28.59733,77.170616
328,15,2025-10-07T23:37:29,40.87,3.67,0.223,5.39,28.608363,77.195113
329,19,2025-09-26T16:43:19,27.52,4.0,0.163,8.72,28.617016,77.215067
330,18,2025-09-18T16:02:20,35.23,2.94,0.02,5.01,28.625465,77.187137
331,34,2025-09-13T15:58:26,35.83,4.6,0.232,7.7,28.617999,77.215847
332,43,2025-09-02T22:02:00,37.94,3.89,0.161,6.15,28.578186,77.224955
333,18,2025-10-02T01:43:56,59.4,8.3,0.229,8.38,28.582468,77.204932
334,11,2025-10-06T19:53:57,15.78,1.58,0.058,6.01,28.584494,77.193842
335,50,2025-09-14T12:07:10,38.94,5.14,0.161,7.92,28.616372,77.175804
336,2,2025-09-08T19:47:40,44.48,3.8,0.065,5.13,28.584416,77.215715
337,22,2025-10-18T20:06:09,55.18,7.39,0.154,8.04,28.625127,77.177207
338,8,2025-10-14T06:41:28,41.79,4.1,0.125,5.89,28.592173,77.203354
339,31,2025-09-15T12:03:25,50.3,4.12,0.211,4.91,28.588601,77.197449
340,48,2025-09-14T14:20:42,53.54,7.35,0.176,8.24,28.618142,77.175873
341,31,2025-10-17T09:33:47,50.56,5.07,0.158,6.02,28.57891,77.183532
342,14,2025-10-05T08:47:58,29.85,2.8,0.143,5.63,28.625755,77.228063
343,4,2025-10-01T22:33:11,57.83,5.84,0.178,6.06,28.589412,77.20591
344,10,2025-10-18T23:37:02,55.39,7.62,0.173,8.25,28.613476,77.176278
345,7,2025-09-27T08:29:05,42.18,5.24,0.271,7.45,28.596277,77.223981
346,25,2025-10-08T05:45:18,50.02,7.02,0.228,8.42,28.62961,77.199294
347,19,2025-09-16T18:25:14,53.69,7.29,0.14,8.15,28.576939,77.222446
348,11,2025-09-07T19:24:03,59.35,5.09,0.27,5.15,28.572248,77.222059
349,42,2025-10-15T09:12:29,43.75,4.1,0.168,5.62,28.583666,77.171838
350,37,2025-10-08T06:55:46,53.51,5.5,0.173,6.17,28.618288,77.224765
351,43,2025-09-08T04:13:08,19.73,1.95,0.02,5.93,28.617802,77.170369
352,42,2025-09-20T17:38:17,56.08,6.9,0.075,7.38,28.60747,77.224987
353,31,2025-09-19T05:31:53,22.58,2.65,0.02,7.04,28.579361,77.20289
354,3,2025-09-06T12:40:37,9.3,0.79,0.11,5.1,28.575519,77.190039
355,24,2025-10-11T19:56:52,58.48,7.38,0.136,7.57,28.571213,77.219818
356,8,2025-09-04T20:16:16,48.95,6.33,0.223,7.76,28.584992,77.228234
357,46,2025-10-16T23:47:15,51.81,4.8,0.136,5.56,28.58745,77.21794
358,24,2025-09-07T20:01:25,16.07,1.44,0.12,5.38,28.619631,77.207447
359,27,2025-10-19T20:25:34,54.72,4.86,0.176,5.33,28.623344,77.211937
360,33,2025-09-19T08:15:22,54.92,5.81,0.31,6.35,28.588626,77.173092
361,13,2025-09-17T15:47:47,26.75,2.77,0.206,6.21,28.612899,77.194072
362,16,2025-09-17T10:35:43,11.32,1.01,0.128,5.35,28.618707,77.200545
363,23,2025-09-03T02:50:08,14.89,1.71,0.06,6.89,28.627502,77.20141
364,16,2025-09-27T03:08:12,57.18,8.2,0.157,8.6,28.580361,77.170889
365,47,2025-09-08T01:40:07,7.68,1.11,0.104,8.67,28.625146,77.184313
366,20,2025-09-23T09:58:00,25.3,2.54,0.143,6.02,28.624889,77.191469
367,15,2025-10-16T09:43:06,33.26,4.01,0.182,7.23,28.594865,77.224681
368,4,2025-09-05T16:20:30,6.58,0.82,0.02,7.48,28.598597,77.195186
369,49,2025-10-18T12:47:46,43.23,3.46,0.207,4.8,28.612633,77.224916
370,21,2025-10-12T17:29:32,58.95,7.92,0.282,8.06,28.619455,77.198412
371,30,2025-10-10T23:34:33,33.86,4.43,0.216,7.85,28.628078,77.208593
372,22,2025-10-13T22:52:35,59.54,8.92,0.157,8.99,28.584327,77.186964
373,25,2025-09-17T11:54:22,23.84,3.14,0.112,7.9,28.606168,77.189031
374,23,2025-10-07T20:01:19,46.47,6.15,0.208,7.94,28.622666,77.216641
375,41,2025-09-26T05:05:33,39.06,5.12,0.15,7.86,28.592772,77.202492
376,21,2025-10-10T08:56:41,40.68,5.84,0.208,8.61,28.606224,77.217091
377,49,2025-10-02T01:23:37,36.49,5.21,0.136,8.57,28.580624,77.221019
378,43,2025-10-04T10:26:52,24.96,2.44,0.188,5.87,28.595238,77.193248
379,24,2025-10-14T18:34:56,9.83,1.15,0.174,7.02,28.584565,77.180451
380,12,2025-09-11T17:25:31,27.02,2.39,0.189,5.31,28.59666,77.222097
381,38,2025-10-03T14:21:02,22.49,2.28,0.173,6.08,28.590955,77.200268
382,2,2025-10-02T09:31:16,16.89,2.53,0.02,8.99,28.579686,77.226047
383,4,2025-09-17T02:19:49,57.65,5.03,0.127,5.24,28.576537,77.228145
384,27,2025-09-14T07:13:21,38.61,4.02,0.123,6.25,28.601485,77.190369
385,6,2025-09-09T14:27:49,19.0,2.47,0.177,7.8,28.627415,77.19893
386,49,2025-10-14T19:20:05,32.54,2.92,0.056,5.38,28.593924,77.178488
387,10,2025-10-11T13:29:22,27.18,2.58,0.2,5.7,28.620291,77.185529
388,28,2025-09-08T00:09:15,39.15,5.84,0.148,8.95,28.623131,77.186736
389,21,2025-09-08T02:26:20,42.09,4.95,0.068,7.06,28.59481,77.175532
390,32,2025-09-12T22:57:22,36.25,5.07,0.278,8.39,28.618168,77.188117
391,39,2025-09-13T23:48:23,40.56,5.71,0.151,8.45,28.621098,77.201468
392,17,2025-10-01T10:15:57,14.74,1.52,0.159,6.19,28.594174,77.196552
393,18,2025-09-17T15:32:39,38.27,4.43,0.235,6.95,28.603768,77.204402
394,33,2025-09-09T21:49:56,18.73,1.7,0.071,5.45,28.591972,77.20861
395,37,2025-09-01T03:50:01,9.55,1.32,0.212,8.29,28.588054,77.197634
396,37,2025-09-29T15:00:19,39.66,3.37,0.162,5.1,28.597522,77.196471
397,9,2025-09-23T14:21:14,58.71,5.38,0.192,5.5,28.577577,77.189599
398,16,2025-10-16T19:19:24,42.12,4.35,0.136,6.2,28.585325,77.173737
399,25,2025-10-17T01:43:19,55.99,7.92,0.14,8.49,28.602747,77.215846
400,26,2025-09-20T17:50:19,8.75,1.27,0.094,8.71,28.59567,77.20154
401,22,2025-09-20T02:35:20,36.8,4.95,0.232,8.07,28.593769,77.17389
402,40,2025-09-06T01:29:06,25.36,2.68,0.175,6.34,28.623283,77.208256
403,41,2025-09-17T15:44:08,54.17,6.78,0.138,7.51,28.586356,77.184677
404,39,2025-09-09T14:48:39,53.3,5.31,0.055,5.98,28.594989,77.189141
405,11,2025-09-05T13:42:13,18.24,1.67,0.044,5.49,28.625985,77.20804
406,30,2025-09-09T20:42:19,55.46,5.81,0.114,6.29,28.613853,77.215755
407,35,2025-10-17T15:15:39,49.3,4.62,0.171,5.62,28.610524,77.178633
408,29,2025-10-18T04:30:35,45.98,6.79,0.219,8.86,28.585128,77.186575
409,2,2025-10-10T22:28:23,48.99,7.19,0.159,8.81,28.57116,77.192679
410,6,2025-09-22T23:57:34,16.39,1.32,0.086,4.83,28.59347,77.19032
411,23,2025-10-17T09:15:28,25.64,2.82,0.21,6.6,28.587214,77.21988
412,27,2025-10-07T08:58:32,49.73,7.27,0.077,8.77,28.571092,77.171109
413,44,2025-09-17T09:56:50,30.16,4.08,0.126,8.12,28.603332,77.182113
414,32,2025-09-04T08:27:16,42.36,4.89,0.05,6.93,28.625836,77.200027
415,20,2025-09-02T08:38:01,53.22,4.76,0.202,5.37,28.608238,77.223345
416,4,2025-09-22T02:14:33,31.45,3.11,0.186,5.93,28.588829,77.205958
417,41,2025-10-11T21:25:26,9.12,0.9,0.148,5.92,28.593343,77.184631
418,2,2025-10-19T15:21:06,30.63,3.99,0.066,7.82,28.609089,77.190273
419,29,2025-09-04T20:57:43,17.02,1.89,0.275,6.66,28.600109,77.188255
420,25,2025-09-12T14:39:07,43.21,4.58,0.183,6.36,28.58603,77.210293
421,34,2025-10-14T22:19:56,31.91,3.8,0.163,7.15,28.600831,77.226291
422,50,2025-09-19T06:04:03,50.73,6.86,0.131,8.11,28.616405,77.224137
423,30,2025-10-14T09:40:19,32.3,3.97,0.072,7.37,28.621682,77.192938
424,11,2025-10-14T14:55:35,6.75,0.8,0.154,7.11,28.615778,77.178542
425,17,2025-09-05T03:55:52,59.04,6.89,0.177,7.0,28.611302,77.183064
426,20,2025-09-20T10:20:25,9.51,1.29,0.076,8.14,28.602993,77.209546
427,11,2025-10-14T23:23:55,26.92,2.61,0.199,5.82,28.5758,77.17121
428,37,2025-10-02T19:16:50,16.03,2.14,0.135,8.01,28.580826,77.188576
429,43,2025-09-12T19:01:09,19.84,2.65,0.297,8.01,28.629563,77.194403
430,2,2025-09-13T00:02:12,40.11,4.73,0.125,7.08,28.612836,77.173094
431,25,2025-10-11T22:57:23,30.54,3.98,0.044,7.82,28.607304,77.177778
432,8,2025-09-04T08:37:15,18.89,1.74,0.126,5.53,28.593413,77.223097
433,40,2025-09-27T23:50:52,10.05,1.17,0.104,6.99,28.586105,77.175263
434,8,2025-09-20T21:26:53,16.35,1.72,0.077,6.31,28.583099,77.212586
435,17,2025-10-18T05:13:24,11.45,1.28,0.135,6.71,28.584751,77.22484
436,40,2025-09-24T15:53:50,34.75,4.25,0.165,7.34,28.614435,77.218568
437,49,2025-09-13T15:30:53,34.26,2.77,0.18,4.85,28.61743,77.17017
438,24,2025-09-03T18:34:28,58.37,6.79,0.236,6.98,28.629853,77.212662
439,19,2025-10-19T09:36:36,54.98,6.28,0.179,6.85,28.628736,77.170372
440,38,2025-09-21T03:52:08,43.02,5.63,0.156,7.85,28.578745,77.17644
441,44,2025-09-03T21:07:38,48.79,4.79,0.16,5.89,28.591194,77.214479
442,2,2025-10-08T23:39:08,55.25,7.7,0.138,8.36,28.613151,77.191698
443,2,2025-09-25T07:45:01,48.69,5.48,0.265,6.75,28.58672,77.222211
444,46,2025-10-12T00:07:38,33.28,4.15,0.089,7.48,28.572657,77.171152
445,21,2025-10-06T06:11:23,34.18,4.5,0.278,7.9,28.626372,77.173582
446,14,2025-10-01T06:11:50,40.01,4.07,0.124,6.1,28.576459,77.213883
447,31,2025-09-05T15:41:49,30.44,3.45,0.167,6.8,28.570441,77.202492
448,43,2025-10-11T19:46:32,41.4,5.66,0.107,8.2,28.618722,77.196028
449,14,2025-10-05T19:49:41,34.92,4.94,0.046,8.49,28.610753,77.19339
450,17,2025-09-20T03:22:06,17.54,2.14,0.197,7.32,28.621043,77.171906
451,32,2025-09-19T09:31:43,8.18,0.66,0.088,4.84,28.575609,77.200611
452,37,2025-09-04T10:46:36,6.65,0.64,0.266,5.77,28.606572,77.219568
453,40,2025-09-14T12:44:14,51.33,5.81,0.183,6.79,28.577073,77.211757
454,15,2025-09-06T20:11:41,29.07,3.15,0.112,6.5,28.578528,77.205818
455,46,2025-09-02T20:58:47,17.36,1.63,0.097,5.63,28.600225,77.179823
456,25,2025-09-20T07:40:04,42.79,5.15,0.129,7.22,28.613572,77.216527
457,8,2025-09-07T17:13:15,30.04,3.1,0.22,6.19,28.587793,77.180689
458,15,2025-09-30T19:41:07,47.54,5.34,0.138,6.74,28.596062,77.21984
459,17,2025-09-24T15:18:45,43.42,5.36,0.076,7.41,28.609634,77.188439
460,40,2025-10-08T08:41:16,17.7,1.58,0.19,5.36,28.572498,77.19439
461,21,2025-09-27T12:34:43,46.86,4.54,0.14,5.81,28.593947,77.217643
462,24,2025-10-15T14:30:56,29.68,2.5,0.228,5.05,28.619506,77.171077
463,47,2025-09-01T06:28:53,43.75,4.12,0.084,5.65,28.575178,77.221239
464,45,2025-09-23T09:31:06,32.49,4.22,0.157,7.79,28.58616,77.19321
465,24,2025-10-09T19:26:16,47.17,5.57,0.108,7.09,28.607563,77.170421
466,36,2025-09-14T23:27:10,59.42,5.63,0.115,5.68,28.585215,77.214975
467,15,2025-09-05T19:21:04,48.76,5.14,0.139,6.32,28.622419,77.184
468,34,2025-10-04T23:25:51,48.68,6.24,0.238,7.69,28.607184,77.181281
469,37,2025-10-04T16:27:11,32.21,2.9,0.122,5.4,28.624281,77.207356
470,19,2025-09-03T17:55:07,56.32,6.14,0.111,6.54,28.584275,77.181747
471,24,2025-09-09T09:08:45,10.13,1.47,0.215,8.71,28.583434,77.172008
472,34,2025-09-30T19:12:18,35.05,4.67,0.02,7.99,28.589718,77.175264
473,30,2025-10-12T13:54:00,24.69,2.36,0.214,5.74,28.624408,77.18509
474,9,2025-10-06T11:15:50,37.62,5.15,0.119,8.21,28.600536,77.195007
475,20,2025-10-10T01:23:56,34.91,4.51,0.081,7.75,28.60903,77.182224
476,21,2025-10-12T13:21:36,27.77,3.99,0.099,8.62,28.586574,77.225469
477,22,2025-10-12T18:32:48,19.13,1.95,0.02,6.12,28.618873,77.171722
478,15,2025-10-07T21:53:43,25.23,3.29,0.116,7.82,28.571283,77.18246
479,43,2025-09-11T09:26:50,46.22,4.95,0.127,6.43,28.577402,77.174096
480,24,2025-10-14T07:28:16,41.78,5.4,0.137,7.75,28.585425,77.172386
481,13,2025-09-05T09:55:41,45.68,4.49,0.137,5.9,28.582123,77.209127
482,12,2025-10-18T20:02:10,27.43,3.45,0.099,7.55,28.588485,77.198682
483,35,2025-09-10T07:14:24,6.13,0.7,0.02,6.85,28.586327,77.22835
484,42,2025-10-12T12:32:43,26.8,3.72,0.244,8.33,28.594433,77.224676
485,4,2025-09-02T17:20:08,41.55,5.26,0.075,7.6,28.58649,77.212714
486,36,2025-09-28T18:58:35,5.36,0.77,0.123,8.62,28.626021,77.226453
487,41,2025-09-21T04:07:50,51.46,4.68,0.27,5.46,28.613647,77.198809
488,25,2025-09-03T07:17:41,43.77,6.07,0.171,8.32,28.612507,77.219581
489,23,2025-09-06T10:39:45,39.7,5.95,0.155,8.99,28.607758,77.2294
490,14,2025-09-21T05:33:52,27.36,2.67,0.144,5.86,28.600114,77.203007
491,34,2025-09-08T13:37:37,32.05,2.77,0.197,5.19,28.57675,77.204265
492,33,2025-10-14T22:59:18,56.27,6.95,0.093,7.41,28.595393,77.198645
493,10,2025-10-13T02:10:23,10.3,1.36,0.075,7.92,28.588032,77.220916
494,13,2025-09-22T23:07:01,53.3,6.7,0.149,7.54,28.581073,77.212726
495,25,2025-09-26T14:20:29,16.01,1.3,0.197,4.87,28.600166,77.222481
496,8,2025-09-20T16:43:06,43.9,4.14,0.163,5.66,28.617085,77.171321
497,10,2025-09-09T15:43:55,25.43,2.28,0.243,5.38,28.612591,77.179032
498,32,2025-09-19T10:52:12,44.55,5.55,0.199,7.47,28.624928,77.189215
499,19,2025-09-01T01:14:06,45.8,5.03,0.146,6.59,28.627574,77.226762
500,28,2025-09-30T13:06:47,58.96,4.77,0.188,4.85,28.574331,77.203417
501,38,2025-10-14T13:42:33,49.96,6.21,0.2,7.46,28.612142,77.227105
502,44,2025-10-09T00:28:37,36.35,5.17,0.075,8.53,28.588795,77.227787
503,13,2025-10-04T13:05:28,6.91,1.01,0.14,8.77,28.616895,77.174027
504,41,2025-09-25T02:01:52,23.57,2.68,0.02,6.82,28.624586,77.225736
505,37,2025-09-01T13:04:35,50.53,4.35,0.097,5.17,28.598473,77.229807
506,26,2025-09-17T21:22:19,27.98,2.44,0.148,5.23,28.571027,77.192535
507,7,2025-09-21T16:20:40,57.37,5.35,0.173,5.6,28.619187,77.206622
508,26,2025-09-24T21:28:56,36.9,3.0,0.067,4.88,28.574226,77.185737
509,14,2025-10-19T13:18:16,46.37,4.57,0.081,5.91,28.60672,77.192684
510,33,2025-09-07T15:30:00,43.38,4.12,0.02,5.7,28.581594,77.181367
511,14,2025-09-06T06:11:59,30.15,2.79,0.032,5.55,28.586216,77.227512
512,13,2025-09-01T15:28:14,46.2,4.21,0.166,5.47,28.594023,77.178195
513,2,2025-10-07T14:11:02,7.99,0.99,0.207,7.43,28.613466,77.221001
514,26,2025-09-29T19:35:12,52.65,4.99,0.199,5.69,28.616512,77.191455
515,13,2025-09-18T17:35:25,33.36,3.56,0.149,6.4,28.5728,77.191321
516,45,2025-09-09T05:34:26,29.86,3.1,0.239,6.23,28.601529,77.173809
517,49,2025-10-19T09:53:48,30.1,3.4,0.085,6.78,28.615749,77.189025
518,34,2025-10-14T08:35:26,27.03,3.95,0.075,8.77,28.577545,77.180361
519,48,2025-09-25T02:43:37,37.54,4.31,0.233,6.89,28.621761,77.172214
520,7,2025-10-07T06:43:43,27.19,4.01,0.089,8.85,28.579949,77.194656
521,29,2025-09-04T20:27:43,59.53,7.28,0.158,7.34,28.573892,77.1845
522,36,2025-09-13T20:46:19,5.44,0.72,0.129,7.94,28.615459,77.218988
523,1,2025-10-12T23:00:19,15.16,1.78,0.02,7.04,28.606107,77.190446
524,1,2025-09-21T11:07:36,45.78,6.44,0.192,8.44,28.583055,77.228379
525,8,2025-09-30T06:40:18,59.64,6.29,0.108,6.33,28.62033,77.193454
526,18,2025-09-15T18:08:22,55.17,5.72,0.259,6.22,28.574,77.184497
527,44,2025-10-12T21:02:21,48.46,3.9,0.026,4.83,28.601628,77.214432
528,16,2025-09-20T22:34:15,29.26,3.18,0.174,6.52,28.612048,77.188306
529,3,2025-10-16T02:56:07,57.17,4.86,0.052,5.1,28.604786,77.226094
530,9,2025-10-02T11:23:08,33.74,4.46,0.042,7.93,28.600258,77.190724
531,25,2025-09-12T06:41:45,36.06,4.81,0.16,8.0,28.609606,77.177341
532,22,2025-09-05T01:23:25,17.76,2.47,0.115,8.34,28.610782,77.21824
533,5,2025-09-20T21:18:41,26.95,3.95,0.056,8.79,28.599269,77.2143
534,10,2025-10-12T23:24:01,55.97,7.7,0.103,8.25,28.592854,77.190165
535,6,2025-09-12T14:11:27,41.42,5.78,0.185,8.37,28.599428,77.202956
536,10,2025-09-23T14:52:55,35.91,5.0,0.135,8.35,28.622257,77.178526
537,13,2025-09-28T22:56:49,6.63,0.63,0.02,5.7,28.576073,77.1753
538,50,2025-10-13T06:25:23,42.6,5.49,0.073,7.73,28.600766,77.190113
539,14,2025-09-16T13:16:59,28.18,3.7,0.158,7.88,28.578132,77.196157
540,17,2025-10-07T09:17:48,42.33,5.45,0.207,7.73,28.626993,77.189618
541,5,2025-09-07T13:37:33,31.81,3.39,0.103,6.39,28.587766,77.211691
542,13,2025-09-10T14:25:27,32.38,4.21,0.117,7.8,28.618402,77.227587
543,35,2025-09-15T17:03:42,40.63,4.99,0.118,7.37,28.610366,77.224054
544,27,2025-09-17T21:58:05,54.49,5.07,0.18,5.58,28.603568,77.205336
545,32,2025-09-06T14:43:04,10.95,1.15,0.114,6.3,28.60317,77.191645
546,24,2025-09-20T12:03:16,46.42,5.0,0.159,6.46,28.621126,77.188346
547,15,2025-09-30T16:59:56,54.99,6.59,0.078,7.19,28.573537,77.216061
548,46,2025-09-14T11:52:36,36.59,3.21,0.132,5.26,28.60321,77.192379
549,47,2025-09-07T02:48:08,17.43,1.52,0.109,5.23,28.584194,77.179158
550,36,2025-10-09T01:22:54,58.93,6.37,0.112,6.49,28.591383,77.210129
551,37,2025-10-08T20:44:53,13.05,1.37,0.263,6.3,28.60699,77.189431
552,28,2025-09-01T00:18:43,56.73,7.71,0.274,8.15,28.598828,77.185438
553,12,2025-10-17T15:19:06,46.98,6.86,0.094,8.76,28.585103,77.181526
554,33,2025-09-26T21:41:23,58.55,7.45,0.15,7.63,28.592962,77.216569
555,18,2025-09-02T12:56:48,41.67,5.05,0.256,7.27,28.601046,77.188812
556,11,2025-10-06T09:38:31,21.19,2.49,0.194,7.05,28.625602,77.202162
557,8,2025-10-03T10:28:14,5.42,0.64,0.258,7.08,28.621537,77.194214
558,10,2025-09-27T18:16:31,54.88,6.43,0.127,7.03,28.574532,77.200016
559,36,2025-09-20T00:53:54,17.98,1.77,0.164,5.91,28.626176,77.211991
560,36,2025-09-27T03:11:10,6.21,0.55,0.156,5.31,28.620819,77.209662
561,43,2025-09-21T03:39:45,12.6,1.6,0.234,7.62,28.608652,77.179529
562,26,2025-10-19T17:48:30,13.78,1.14,0.092,4.96,28.575192,77.180466
563,38,2025-10-02T06:10:51,49.74,5.76,0.118,6.95,28.612582,77.223267
564,1,2025-10-07T22:00:56,20.67,2.1,0.024,6.1,28.578825,77.221911
565,2,2025-10-11T03:01:39,35.89,3.79,0.107,6.34,28.574413,77.201568
566,46,2025-10-12T11:35:32,16.04,2.32,0.148,8.68,28.607403,77.181426
567,14,2025-09-15T05:27:45,22.6,2.45,0.161,6.5,28.584263,77.170771
568,17,2025-09-12T08:22:53,43.72,3.79,0.111,5.2,28.608891,77.225584
569,20,2025-10-06T06:23:42,7.34,1.04,0.104,8.5,28.579915,77.186292
570,47,2025-09-20T19:04:39,9.23,1.37,0.226,8.91,28.61487,77.213741
571,25,2025-09-23T01:42:21,27.65,3.9,0.216,8.46,28.61706,77.220922
572,8,2025-10-18T05:43:24,51.01,6.0,0.142,7.06,28.579216,77.17097
573,3,2025-09-04T01:46:51,29.75,4.02,0.172,8.11,28.596229,77.196908
574,6,2025-09-03T12:22:35,38.04,4.47,0.065,7.05,28.593338,77.223011
575,1,2025-09-08T14:32:35,36.65,5.0,0.194,8.19,28.595988,77.18104
576,3,2025-10-15T00:38:30,51.2,7.27,0.221,8.52,28.580601,77.179547
577,49,2025-09-10T17:53:40,29.69,2.86,0.138,5.78,28.614415,77.217856
578,44,2025-10-15T22:08:06,25.5,3.13,0.104,7.36,28.611998,77.175226
579,45,2025-09-10T16:36:47,43.14,5.47,0.191,7.61,28.628998,77.210018
580,13,2025-09-02T10:37:36,30.14,2.52,0.172,5.02,28.629971,77.198191
581,46,2025-10-06T02:09:54,31.83,4.37,0.143,8.24,28.621212,77.189509
582,31,2025-09-08T00:44:32,16.9,1.6,0.059,5.68,28.615523,77.199553
583,33,2025-09-12T22:00:16,33.29,3.77,0.204,6.79,28.579942,77.220526
584,22,2025-10-16T17:01:24,56.19,7.94,0.138,8.48,28.57846,77.211095
585,43,2025-09-24T19:00:07,38.96,4.93,0.179,7.59,28.601108,77.205131
586,29,2025-09-19T16:23:04,29.53,3.73,0.198,7.58,28.570771,77.191867
587,24,2025-10-08T13:44:57,13.88,1.94,0.212,8.39,28.588934,77.171243
588,18,2025-10-18T02:19:03,18.38,2.26,0.076,7.38,28.595329,77.216209
589,8,2025-09-03T19:10:05,46.81,5.08,0.083,6.51,28.585163,77.197293
590,47,2025-10-06T14:07:40,46.38,4.4,0.25,5.69,28.596436,77.193554
591,10,2025-09-27T03:38:23,21.55,2.5,0.23,6.96,28.589844,77.195911
592,31,2025-09-29T19:04:30,37.26,5.21,0.179,8.39,28.577227,77.225501
593,39,2025-09-15T00:56:23,31.43,4.64,0.216,8.86,28.582122,77.198092
594,23,2025-09-07T01:40:04,50.17,4.77,0.185,5.7,28.58178,77.181361
595,7,2025-09-13T05:59:11,37.45,4.49,0.168,7.19,28.577389,77.181671
596,39,2025-09-01T21:30:32,47.58,6.24,0.231,7.87,28.5944,77.222161
597,22,2025-09-25T05:46:03,59.52,8.55,0.153,8.62,28.609638,77.181736
598,32,2025-10-03T23:38:17,47.25,5.94,0.051,7.54,28.594734,77.227469
599,23,2025-10-15T12:50:10,25.81,3.74,0.11,8.69,28.620919,77.176714
600,7,2025-09-20T18:57:25,34.69,3.68,0.126,6.36,28.591299,77.188701
601,10,2025-09-17T07:57:10,37.68,3.98,0.112,6.34,28.570924,77.171609
602,37,2025-09-09T00:49:14,39.34,5.64,0.121,8.6,28.615237,77.19135
603,18,2025-09-03T16:18:55,49.59,6.78,0.191,8.2,28.594776,77.187351
604,17,2025-09-10T08:08:18,36.25,3.69,0.14,6.11,28.616063,77.226453
605,20,2025-09-15T01:01:34,14.48,1.24,0.184,5.14,28.58935,77.175247
606,33,2025-09-12T17:00:08,32.23,2.89,0.106,5.38,28.573136,77.190548
607,20,2025-10-07T04:33:53,5.61,0.5,0.152,5.35,28.586345,77.19123
608,13,2025-10-16T06:18:10,15.41,2.13,0.169,8.29,28.611229,77.219907
609,7,2025-09-02T23:12:14,29.9,3.91,0.205,7.85,28.62231,77.207663
610,14,2025-10-14T08:53:53,48.99,6.58,0.187,8.06,28.575675,77.212473
611,21,2025-09-05T03:35:04,37.06,3.17,0.169,5.13,28.623349,77.197905
612,24,2025-09-16T03:03:25,9.65,0.79,0.058,4.91,28.589292,77.174486
613,1,2025-09-17T02:43:09,39.45,4.21,0.195,6.4,28.612521,77.170273
614,32,2025-09-03T06:24:07,49.53,6.51,0.258,7.89,28.619967,77.184676
615,8,2025-09-10T20:38:35,19.68,2.39,0.096,7.29,28.62944,77.198363
616,49,2025-10-04T17:12:05,58.19,7.97,0.154,8.22,28.62719,77.198439
617,38,2025-09-15T13:43:55,38.24,3.65,0.207,5.73,28.624293,77.194533
618,34,2025-09-06T06:26:01,28.88,3.22,0.086,6.69,28.619631,77.199793
619,15,2025-09-05T16:01:24,35.32,4.7,0.097,7.98,28.594121,77.200222
620,9,2025-10-12T08:22:35,51.94,5.74,0.205,6.63,28.576718,77.174556
621,37,2025-09-16T05:44:36,45.69,4.92,0.116,6.46,28.600166,77.173487
622,9,2025-10-14T00:34:10,36.2,3.6,0.217,5.97,28.582189,77.204761
623,6,2025-09-20T05:18:28,47.79,6.06,0.226,7.61,28.591127,77.215455
624,47,2025-09-24T05:44:28,55.67,5.4,0.144,5.82,28.582127,77.219827
625,42,2025-09-18T13:21:13,17.11,2.38,0.246,8.35,28.582737,77.177239
626,10,2025-10-10T20:28:49,42.97,4.35,0.165,6.07,28.601532,77.208381
627,34,2025-09-29T10:03:20,17.42,2.08,0.229,7.16,28.599463,77.21243
628,9,2025-09-05T14:22:30,7.73,0.83,0.168,6.44,28.618721,77.200863
629,49,2025-09-30T22:58:03,13.46,1.49,0.02,6.64,28.600611,77.215771
630,19,2025-09-16T13:22:05,13.58,1.13,0.127,4.99,28.599373,77.176269
631,47,2025-10-12T21:22:36,12.14,1.16,0.081,5.73,28.612258,77.184201
632,1,2025-10-16T08:07:32,36.18,5.14,0.194,8.52,28.625459,77.214019
633,50,2025-09-12T00:46:25,22.17,2.56,0.241,6.93,28.592729,77.171259
634,13,2025-09-18T22:05:57,13.32,1.15,0.128,5.18,28.604774,77.190763
635,27,2025-10-17T13:24:36,22.3,2.17,0.241,5.84,28.629485,77.210368
636,37,2025-10-02T18:27:18,55.66,8.22,0.045,8.86,28.583321,77.182625
637,19,2025-09-30T14:41:50,50.1,6.89,0.206,8.25,28.609329,77.205676
638,41,2025-10-16T00:53:07,16.33,1.8,0.046,6.61,28.573197,77.22848
639,48,2025-10-03T09:21:35,15.0,1.5,0.312,6.0,28.618996,77.211815
640,1,2025-09-04T18:45:52,8.31,0.96,0.266,6.93,28.580436,77.215207
